x y label
-2.371710 3.257792 1.000000
-0.822093 2.307419 1.000000
0.420202 -1.343116 0.000000
-0.954688 -1.855743 0.000000
-2.403995 -2.839406 0.000000
-0.365925 0.469340 1.000000
0.625851 2.203826 1.000000
-0.452804 -3.211358 0.000000
4.238745 -1.181243 1.000000
0.426764 -3.400805 0.000000
0.024777 -0.738599 0.000000
0.631789 2.857717 1.000000
-0.269502 1.936971 1.000000
-1.645527 2.300093 1.000000
-0.581248 -1.853385 0.000000
2.088041 -3.956143 1.000000
-0.623938 3.216255 1.000000
-3.657685 2.217681 0.000000
-0.041016 3.487303 1.000000
0.259950 -2.917548 0.000000
-1.488533 4.153956 1.000000
-1.212750 0.584907 1.000000
-1.195290 -4.383794 0.000000
-4.037357 1.490950 0.000000
0.338076 -2.509194 0.000000
-3.398356 -2.881056 1.000000
-0.092551 1.671321 1.000000
0.525915 -2.990199 0.000000
0.429986 0.568920 1.000000
-2.692138 -0.667561 1.000000
0.776504 -2.783204 0.000000
2.018259 4.167228 0.000000
-0.120173 -4.197688 0.000000
0.361768 1.723952 1.000000
3.253568 0.380634 0.000000
-0.231177 1.260514 1.000000
-0.404253 -2.783522 0.000000
1.843960 4.513478 0.000000
-1.032408 -4.362413 0.000000
2.388960 3.465591 0.000000
-3.908338 -1.491191 1.000000
2.137488 -2.692150 0.000000
0.656000 3.057900 1.000000
-3.998279 0.332520 0.000000
0.651211 -1.479537 0.000000
1.288052 -0.168531 1.000000
-3.219748 3.147999 0.000000
1.335951 0.747860 1.000000
1.750074 -1.242267 0.000000
-2.903214 2.510643 0.000000
3.699755 -0.599305 1.000000
-0.815339 -3.288408 0.000000
-0.473380 1.799867 1.000000
2.672748 1.412971 0.000000
0.940973 -4.619907 0.000000
-1.319159 4.159448 1.000000
0.569193 -4.540654 0.000000
0.161157 -3.107100 0.000000
-0.502149 2.750589 1.000000
-1.044673 -2.355221 0.000000
-1.136436 -0.632150 0.000000
1.723768 4.394918 0.000000
0.670906 -3.937579 0.000000
3.778619 -0.019877 1.000000
-0.012398 2.603630 1.000000
3.037252 1.610550 0.000000
0.792425 2.778831 1.000000
-2.850385 3.227952 0.000000
4.044035 -0.487519 1.000000
0.372197 2.564673 1.000000
-0.788797 2.750379 1.000000
1.490074 2.663256 1.000000
3.010251 1.369904 0.000000
0.836841 4.119543 1.000000
-1.459557 2.001710 1.000000
-1.678429 -1.580582 0.000000
-4.589355 -1.865342 1.000000
-0.220360 -2.824246 0.000000
4.041288 -1.918614 1.000000
-0.425371 2.072416 1.000000
-0.025614 3.189483 1.000000
-1.614490 -1.240325 0.000000
0.505584 3.063099 1.000000
-0.040203 3.025579 1.000000
0.872006 0.418936 1.000000
-0.424083 2.137408 1.000000
-0.047185 1.100205 1.000000
0.755634 -4.452622 0.000000
-2.257179 -1.155485 1.000000
0.246414 -2.088965 0.000000
-4.141541 -0.201949 1.000000
0.203248 -1.979098 0.000000
-0.474838 -2.774337 0.000000
-0.540807 -1.298361 0.000000
-1.770964 -3.760846 0.000000
0.048018 -4.403674 0.000000
1.165141 -3.564340 0.000000
0.301607 0.730879 1.000000
-0.759701 -2.148864 0.000000
-3.634915 3.316649 0.000000
2.526510 1.656766 0.000000
1.243033 -0.462930 0.000000
4.344923 -0.527348 1.000000
1.850062 4.504980 0.000000
-2.697499 -0.292863 1.000000
3.684893 0.737156 0.000000
4.224979 1.732251 0.000000
1.086951 -3.213080 0.000000
3.971700 -1.125488 1.000000
-0.839281 2.151011 1.000000
-1.715458 1.619313 1.000000
0.318804 -1.848329 0.000000
-1.093965 2.116996 1.000000
-0.544391 -1.697927 0.000000
0.065867 1.210589 1.000000
0.800531 2.682184 1.000000
0.054564 2.900526 1.000000
1.407371 4.316589 1.000000
-4.913807 -0.899602 1.000000
-3.630718 0.178469 0.000000
0.293191 2.012936 1.000000
0.646733 -0.008359 1.000000
2.951461 -2.555211 1.000000
-0.861852 2.254060 1.000000
-4.816208 0.983312 0.000000
4.784305 -0.978994 1.000000
-0.280485 3.286276 1.000000
-1.655304 1.875159 1.000000
-0.706065 -1.357875 0.000000
0.381685 -3.042212 0.000000
-4.165900 -0.443753 1.000000
0.759825 0.379524 1.000000
-3.468798 2.093164 0.000000
0.198847 -1.440526 0.000000
-3.107796 2.002368 0.000000
-0.201769 -2.508236 0.000000
0.519493 -2.035349 0.000000
-0.286924 3.216757 1.000000
0.005150 -3.390803 0.000000
-0.096186 -2.920498 0.000000
-3.821630 -1.223625 1.000000
-0.125702 2.147880 1.000000
0.496202 4.375580 1.000000
0.446567 2.469821 1.000000
-0.941504 -0.551079 0.000000
3.050685 -3.175846 1.000000
-3.541866 -1.982376 1.000000
-0.696518 -2.172519 0.000000
-3.442399 2.932200 0.000000
3.748675 0.109670 0.000000
2.039171 0.788169 0.000000
-2.463871 -4.284230 1.000000
2.635936 1.238984 0.000000
-2.989759 2.092963 0.000000
0.021748 -3.675281 0.000000
3.891624 -2.755878 1.000000
3.529161 1.608996 0.000000
-0.424796 2.290528 1.000000
0.425808 1.958631 1.000000
3.628471 -2.042963 1.000000
0.769364 2.827985 1.000000
1.066345 -0.460025 0.000000
-0.650390 -2.262487 0.000000
-3.788225 -2.170774 1.000000
0.006480 4.723794 1.000000
-2.664560 -3.482089 1.000000
0.185464 3.926392 1.000000
2.327575 -1.591285 0.000000
-3.242746 -2.838378 1.000000
-0.582216 2.281570 1.000000
0.699628 -2.066779 0.000000
-3.170606 1.013753 0.000000
0.520415 3.816317 1.000000
-0.488426 -2.429030 0.000000
-0.246381 -2.201630 0.000000
1.635610 1.440288 1.000000
-0.477072 2.452452 1.000000
-2.869333 -0.095791 1.000000
1.165862 1.599661 1.000000
3.765746 -0.786292 1.000000
2.948059 3.565899 0.000000
0.075343 -3.184358 0.000000
1.919571 2.692220 1.000000
1.506811 -1.111312 0.000000
4.799930 0.228029 0.000000
1.869606 3.011363 1.000000
1.381482 3.234562 1.000000
-0.193382 -2.477514 0.000000
1.977953 1.402829 1.000000
-0.615925 2.954952 1.000000
4.287229 1.099176 0.000000
-0.551021 2.950338 1.000000
-1.384269 3.273147 1.000000
-1.483291 1.745193 1.000000
4.539923 -1.708832 1.000000
-0.016133 -3.182044 0.000000
0.253283 -1.289982 0.000000
3.779591 -1.249833 1.000000
-3.581388 -1.960473 1.000000
-2.030245 -2.737543 0.000000
1.202221 2.494326 1.000000
-1.446510 -3.801991 0.000000
3.513371 -0.151063 1.000000
-0.287380 -1.327392 0.000000
0.755092 3.260119 1.000000
-0.402752 -0.136050 0.000000
-0.195290 1.858791 1.000000
2.699289 2.883917 0.000000
0.498983 -3.185691 0.000000
0.553617 2.142218 1.000000
-3.437475 -0.838857 1.000000
-0.239585 -3.444578 0.000000
-3.913913 2.208045 0.000000
-2.832149 3.906718 0.000000
1.274908 -4.748436 1.000000
-0.698920 -2.776573 0.000000
-2.151578 -3.917281 1.000000
0.355172 3.148872 1.000000
-0.300171 -2.195086 0.000000
0.387716 -2.607655 0.000000
3.535917 3.215508 0.000000
2.252121 -2.037683 0.000000
-3.074738 0.125282 0.000000
1.997686 0.922558 0.000000
1.165919 3.761480 1.000000
2.946177 1.239043 0.000000
0.486008 -3.056867 0.000000
0.770243 3.807390 1.000000
1.238772 3.149140 1.000000
0.514566 -2.108369 0.000000
-1.328203 -3.472007 0.000000
0.585104 -3.096439 0.000000
-0.212289 2.418427 1.000000
4.373434 1.287197 0.000000
2.195339 -4.175326 1.000000
-3.028447 3.419790 0.000000
-1.153554 -0.617834 0.000000
0.238289 -2.684329 0.000000
-0.560299 -2.676714 0.000000
-3.165251 2.020882 0.000000
4.443185 -0.196147 1.000000
-4.621464 0.734615 0.000000
-2.981044 -3.822380 1.000000
1.396610 2.609723 1.000000
0.354027 -2.960822 0.000000
1.457832 1.678754 1.000000
3.417082 1.353617 0.000000
0.141116 4.091085 1.000000
1.485080 3.599897 1.000000
-1.774659 -1.966998 0.000000
-2.612852 -1.422490 1.000000
-1.073763 -2.096965 0.000000
2.075080 1.177637 1.000000
0.273419 2.027097 1.000000
-1.724539 -2.627552 0.000000
-0.388580 2.173497 1.000000
4.805128 -0.155447 1.000000
3.174602 2.637366 0.000000
-4.708559 0.618937 0.000000
-3.492402 -1.275975 1.000000
-1.404006 3.951976 1.000000
-3.127869 -0.375905 1.000000
-2.416828 -2.235563 0.000000
0.191158 2.847119 1.000000
0.105177 -2.667091 0.000000
-0.506875 2.012188 1.000000
0.739773 -2.544736 0.000000
2.142662 -3.855548 1.000000
3.738527 0.001890 0.000000
0.434350 -1.897660 0.000000
2.910499 -0.436735 1.000000
0.315530 4.535411 1.000000
-4.641089 -1.137555 1.000000
-0.453935 -1.938093 0.000000
-0.437915 -0.060477 0.000000
0.070992 -3.130581 0.000000
-4.101366 0.769955 0.000000
-0.408031 1.796074 1.000000
-0.089498 -1.864053 0.000000
-3.327910 1.074041 0.000000
-0.010865 0.833297 1.000000
-3.773318 0.493471 0.000000
2.453472 2.290894 1.000000
-3.652414 -2.756706 1.000000
-1.008703 -0.236687 0.000000
3.717783 1.036295 0.000000
-0.070227 -2.359587 0.000000
3.805877 -1.063320 1.000000
-0.187836 1.858396 1.000000
2.049410 -3.819105 0.000000
1.692438 -3.820398 0.000000
0.528614 1.968807 1.000000
0.261823 3.140183 1.000000
3.049397 3.717472 0.000000
-1.816871 3.623925 1.000000
-1.315436 -0.214736 1.000000
0.274435 -2.879362 0.000000
2.570201 2.578505 0.000000
1.583296 1.199468 1.000000
2.438431 -3.798849 1.000000
-1.935985 -1.185589 0.000000
3.769531 1.456631 0.000000
-3.035131 -2.973075 1.000000
-2.424713 1.997579 1.000000
-0.116100 -2.405719 0.000000
1.903788 3.244714 1.000000
-2.160271 0.555605 0.000000
2.180092 1.920510 1.000000
1.282246 -3.556398 0.000000
-0.290040 -2.372204 0.000000
0.729787 -2.783784 0.000000
3.471482 1.517146 0.000000
-0.609315 -2.851801 0.000000
-2.777336 -3.318810 1.000000
-0.457578 2.442707 1.000000
0.275671 -2.637282 0.000000
1.305797 3.155189 1.000000
3.421956 -3.369401 1.000000
-0.185693 -3.190886 0.000000
-1.746099 1.724323 1.000000
1.383588 -0.729208 0.000000
-0.982847 1.279034 1.000000
-1.595739 -2.212020 0.000000
-0.273952 -2.918498 0.000000
-2.464766 -1.242279 1.000000
1.070558 4.781725 0.000000
-2.953869 -1.441232 1.000000
1.068864 -4.331115 0.000000
-3.106990 -1.493428 1.000000
0.557932 3.061768 1.000000
2.706067 -1.447258 1.000000
1.460568 -4.212659 0.000000
-1.608151 -3.752992 0.000000
0.892220 1.369732 1.000000
-0.659145 -2.600684 0.000000
1.245162 1.225084 1.000000
-1.158985 -3.895560 0.000000
-0.027972 -2.216148 0.000000
2.702656 0.499622 0.000000
-3.728383 2.056273 0.000000
-0.172461 1.956890 1.000000
0.377095 -2.254864 0.000000
0.620550 2.496810 1.000000
0.112780 -2.971958 0.000000
-0.791603 3.466635 1.000000
2.906376 0.194466 0.000000
4.025154 -0.630932 1.000000
2.150179 0.221453 0.000000
-0.708995 -2.448771 0.000000
-0.168593 1.783696 1.000000
-0.422075 -3.179871 0.000000
-3.777986 -0.383430 1.000000
1.088865 1.539494 1.000000
-1.669448 -2.292170 0.000000
-0.606366 2.136887 1.000000
-4.579725 -1.608733 1.000000
-0.536829 2.007374 1.000000
1.944089 -1.655302 0.000000
-1.717023 2.240899 1.000000
0.614139 -0.076080 1.000000
-0.725495 3.741099 1.000000
-4.536954 -0.046533 1.000000
2.218439 2.476096 1.000000
-0.170531 1.166341 1.000000
-2.636554 0.884967 0.000000
1.017713 3.816785 1.000000
4.275012 -2.443078 1.000000
-0.363001 3.123547 1.000000
-1.516134 -1.826427 0.000000
-0.366408 2.197849 1.000000
4.368744 2.355222 0.000000
-0.817606 -1.768605 0.000000
-0.570438 -1.596096 0.000000
-2.624952 3.037833 0.000000
1.512779 -1.155000 0.000000
-0.419773 3.600819 1.000000
-0.379457 -2.121164 0.000000
2.296705 -1.405974 1.000000
1.805943 2.943294 1.000000
-2.108674 0.199624 0.000000
0.707280 -1.945240 0.000000
-1.110315 -1.799944 0.000000
0.051408 1.301833 1.000000
0.220199 0.762286 1.000000
-1.224624 0.725547 1.000000
0.129693 2.382112 1.000000
-1.800506 2.050484 1.000000
1.597664 3.711410 1.000000
0.455784 -0.587778 0.000000
-0.230433 2.712459 1.000000
0.988261 3.614929 1.000000
0.576589 -1.662243 0.000000
0.092286 1.690582 1.000000
-4.173396 -0.736389 1.000000
-1.054774 3.583935 1.000000
-2.180676 0.437974 0.000000
-2.711004 -3.470692 1.000000
1.376253 0.733908 1.000000
-1.012323 2.351090 1.000000
-1.467589 -1.310568 0.000000
-0.577005 0.233442 1.000000
1.535076 -0.930270 0.000000
-0.016200 -4.251873 0.000000
1.408828 0.536654 1.000000
0.354558 1.090173 1.000000
-0.333508 0.312013 1.000000
-0.224345 1.766706 1.000000
-1.498993 3.366854 1.000000
-0.831664 2.631481 1.000000
1.029671 -2.718367 0.000000
3.708343 0.207641 0.000000
-1.208230 1.135612 1.000000
-0.013650 2.195881 1.000000
3.188879 -0.105153 1.000000
-2.183692 1.497320 1.000000
2.723356 -2.286421 1.000000
2.555067 -4.289045 1.000000
2.358104 0.008987 0.000000
0.178694 -0.184824 0.000000
-0.875363 2.490678 1.000000
0.800864 -2.089676 0.000000
1.978581 -2.745489 0.000000
2.250702 -2.968181 0.000000
3.250550 2.792490 0.000000
2.858446 -2.054972 1.000000
-1.812122 -0.832323 0.000000
0.732026 -1.623984 0.000000
0.503332 -1.784433 0.000000
0.936296 -2.499029 0.000000
3.073110 -1.500790 1.000000
4.051823 -0.199192 1.000000
-4.364197 1.452255 0.000000
-2.677910 -3.820153 1.000000
3.704914 -0.657151 1.000000
3.459790 -0.190880 1.000000
0.275510 1.528661 1.000000
3.857085 -1.094101 1.000000
-0.779374 -2.205788 0.000000
-1.939857 0.302682 0.000000
4.218587 -1.363774 1.000000
0.569864 2.881509 1.000000
2.140856 3.737166 1.000000
-1.053489 -4.549148 0.000000
4.190372 0.720117 0.000000
-0.132323 -1.725394 0.000000
0.815044 2.557867 1.000000
-3.276837 -1.973835 1.000000
1.033607 4.483909 1.000000
-1.333550 -3.924388 0.000000
-0.367740 -3.108813 0.000000
-0.448236 1.856206 1.000000
-3.722593 1.652083 0.000000
-0.276193 2.212404 1.000000
2.415271 3.001376 1.000000
-0.009739 -2.599839 0.000000
2.081345 -0.118719 1.000000
-0.300947 -1.732911 0.000000
-3.151960 2.962632 0.000000
3.014593 0.821706 0.000000
-0.345037 -1.984831 0.000000
-4.986864 0.792811 0.000000
-0.075578 -1.891247 0.000000
-4.583501 0.808840 0.000000
-0.270452 2.882178 1.000000
-0.720768 2.380252 1.000000
0.596438 0.405697 1.000000
-1.456685 3.160886 1.000000
0.818541 2.346606 1.000000
-1.461650 0.178722 0.000000
-3.744600 -1.955084 1.000000
4.654523 0.207693 0.000000
-2.063343 3.030313 1.000000
-3.133719 3.271630 0.000000
-1.526792 -4.581170 1.000000
0.548976 2.861114 1.000000
-0.915122 -3.156318 0.000000
0.717401 2.590565 1.000000
0.253112 -1.160428 0.000000
-0.127072 -2.540323 0.000000
2.432489 2.014396 1.000000
-2.378791 -3.563241 1.000000
3.322692 1.235404 0.000000
-0.597931 2.780430 1.000000
-0.076682 2.774473 1.000000
-0.706996 2.129450 1.000000
-4.686795 -0.153274 1.000000
2.291970 -2.476514 0.000000
4.471773 -1.285105 1.000000
-1.645580 4.550234 0.000000
0.578650 -0.882606 0.000000
-2.756478 2.943176 0.000000
0.268380 -4.566496 0.000000
-0.846879 -2.709945 0.000000
-3.179178 -0.267137 1.000000
-1.769465 -0.829883 0.000000
-0.464364 -3.208832 0.000000
3.060239 2.207822 0.000000
-0.751834 2.230715 1.000000
-2.187507 -3.287751 0.000000
1.716569 2.387906 1.000000
-3.464944 -3.227441 1.000000
0.039400 -3.379992 0.000000
-2.022595 -3.015064 0.000000
-0.657102 -2.733059 0.000000
-4.153168 -0.586102 1.000000
2.591079 -3.029649 1.000000
0.982599 3.934561 1.000000
-0.580767 0.641615 1.000000
2.204674 -1.569213 0.000000
-2.193850 -1.424847 0.000000
-0.502912 3.312978 1.000000
0.754658 -2.048448 0.000000
-2.039459 2.641808 1.000000
0.072636 2.724575 1.000000
1.423964 -2.801112 0.000000
4.639999 -1.175658 1.000000
2.218757 0.209625 0.000000
0.310765 -1.669648 0.000000
-0.767801 3.231891 1.000000
1.109758 -2.687104 0.000000
-0.086068 2.520363 1.000000
0.012453 2.715140 1.000000
-1.684091 -4.604385 1.000000
0.879831 1.846131 1.000000
4.294686 -0.202375 1.000000
1.389621 3.702925 1.000000
2.951704 0.190176 0.000000
3.092420 -0.510006 1.000000
0.482811 -3.116748 0.000000
-2.007893 3.533530 1.000000
-0.901181 -1.456046 0.000000
0.082650 3.190832 1.000000
-3.412775 -3.481204 1.000000
-3.809814 -2.302557 1.000000
1.810530 -2.713048 0.000000
-3.632894 3.299460 0.000000
2.251244 0.299788 0.000000
-3.376361 1.097513 0.000000
0.077044 -4.848820 0.000000
-3.985076 -1.419355 1.000000
-3.053035 2.022834 0.000000
-1.664109 1.778295 1.000000
-3.912075 -1.587384 1.000000
1.988393 4.166960 0.000000
-0.656047 2.582830 1.000000
3.449838 -0.726533 1.000000
0.286619 -3.190519 0.000000
-0.445779 -3.020665 0.000000
1.611045 3.097204 1.000000
-4.185407 -1.761566 1.000000
1.739897 0.352709 0.000000
0.397031 -3.109600 0.000000
-1.087009 3.222844 1.000000
-1.930655 -3.954395 0.000000
-1.860629 4.264478 0.000000
-1.588911 3.337473 1.000000
-3.813266 2.602711 0.000000
0.069887 -2.417884 0.000000
3.826473 2.304418 0.000000
-0.886049 0.171951 1.000000
3.671447 2.710257 0.000000
-2.474007 1.294282 0.000000
-0.584574 2.526456 1.000000
0.080752 1.156401 1.000000
-0.728858 2.920769 1.000000
-2.758396 -3.120696 1.000000
-0.621293 2.966598 1.000000
-0.796185 -4.024253 0.000000
0.445979 2.360741 1.000000
-0.143185 1.204162 1.000000
0.298281 0.770379 1.000000
-0.610647 -0.011202 1.000000
2.040102 0.930038 0.000000
-0.794279 -3.007682 0.000000
-0.344386 2.699671 1.000000
1.280347 2.871175 1.000000
0.227790 2.149083 1.000000
-0.763865 -0.428525 0.000000
-1.250096 2.585173 1.000000
-2.018553 1.014365 0.000000
1.385636 -2.812095 0.000000
-0.055059 2.561503 1.000000
-0.745921 0.809983 1.000000
-2.359183 -1.560715 1.000000
-0.894613 -1.432276 0.000000
-0.656455 -2.801655 0.000000
-2.268382 -0.078582 1.000000
0.703766 2.700183 1.000000
2.914885 -3.503724 1.000000
-1.234917 4.046350 1.000000
-1.334107 0.657689 1.000000
-0.000968 2.941883 1.000000
-1.070440 1.972844 1.000000
4.013355 -2.891274 1.000000
-1.390524 1.150195 1.000000
0.594911 2.679837 1.000000
0.491041 -1.876486 0.000000
-2.872252 0.295658 0.000000
3.139934 -2.810313 1.000000
0.195533 -1.406771 0.000000
2.728894 -0.550187 1.000000
-2.778815 -2.172026 1.000000
-2.134171 -0.101191 1.000000
3.785883 1.983649 0.000000
1.186457 3.024151 1.000000
-3.556203 -1.118885 1.000000
-4.267640 1.126040 0.000000
-0.543486 -3.102811 0.000000
-2.693140 -1.945449 1.000000
-0.973259 3.867030 1.000000
2.261474 -4.066304 1.000000
-2.941883 2.067038 0.000000
3.344256 -1.628640 1.000000
-0.996574 -4.268859 0.000000
-0.555983 2.198248 1.000000
3.995840 -0.486162 1.000000
0.362874 2.896403 1.000000
-3.524841 -3.185162 1.000000
0.649931 3.238856 1.000000
3.724524 -3.224949 1.000000
-0.485425 2.817950 1.000000
-2.345799 -2.687338 0.000000
-0.205524 2.230813 1.000000
-1.313263 1.625272 1.000000
2.742266 2.970204 0.000000
-0.360279 -1.964307 0.000000
-3.974666 -1.154218 1.000000
0.655784 2.329195 1.000000
-3.229762 -3.107447 1.000000
1.459057 -0.606127 0.000000
0.284843 -0.973282 0.000000
-0.711008 2.279297 1.000000
-0.209697 1.641023 1.000000
-2.215682 2.739572 1.000000
-0.788485 2.670040 1.000000
2.980379 3.795124 0.000000
-1.302155 1.562878 1.000000
-1.454068 2.370987 1.000000
-3.840019 2.769624 0.000000
3.069109 0.099737 0.000000
0.065825 -2.788464 0.000000
-1.616698 -2.705280 0.000000
4.827344 -0.564429 1.000000
2.237182 -3.699265 1.000000
2.385918 -0.259198 1.000000
-0.427819 3.455140 1.000000
-2.453067 -1.920454 1.000000
-0.084927 -3.899854 0.000000
1.367278 -3.239304 0.000000
0.753352 -2.213214 0.000000
1.958955 -3.404575 0.000000
3.405234 1.691239 0.000000
-0.788864 0.599733 1.000000
1.590327 -3.761419 0.000000
-2.824561 3.538111 0.000000
-3.226181 -1.341001 1.000000
-2.836909 -1.613067 1.000000
-2.892036 0.066163 0.000000
-1.881188 -0.305484 1.000000
-0.119968 -4.839253 0.000000
-3.027233 0.274372 0.000000
1.980327 -0.120733 1.000000
-1.113228 2.644356 1.000000
2.527055 -0.214634 1.000000
0.520356 3.825786 1.000000
0.007637 1.847011 1.000000
0.412610 -2.775134 0.000000
-0.250989 -2.961983 0.000000
2.813190 -2.814572 1.000000
0.144364 2.734383 1.000000
-0.776331 -0.957946 0.000000
-1.910569 1.512274 1.000000
-0.435970 2.913049 1.000000
-3.984049 -1.031377 1.000000
4.351178 1.835853 0.000000
2.188519 -3.428327 0.000000
0.792560 -2.138493 0.000000
-3.152159 3.450726 0.000000
0.125451 1.954465 1.000000
4.742034 -0.419067 1.000000
2.814752 -3.897203 1.000000
-4.814892 0.726710 0.000000
-1.281104 4.714916 0.000000
2.777645 -1.931720 1.000000
-2.352714 -0.747700 1.000000
-3.081302 0.345613 0.000000
-0.605880 2.466051 1.000000
3.107006 -3.847834 1.000000
3.610211 3.125877 0.000000
-0.373800 -0.916811 0.000000
-1.730761 -3.611581 0.000000
0.850863 2.721472 1.000000
-0.015605 -3.019285 0.000000
2.810752 -3.246235 1.000000
1.773150 2.056230 1.000000
0.391214 -3.691063 0.000000
